# Chinese word frequency list (word\trank), rank 1 = most frequent.
# Source: hermitdave/FrequencyWords (MIT license), https://github.com/hermitdave/FrequencyWords
# Derived from OpenSubtitles 2018 zh_cn corpus (content/2018/zh_cn/zh_cn_50k.txt).
# Filtered to entries consisting solely of CJK ideographs, deduplicated, top 8000 by frequency.
事儿	1364
遗憾	1365
犯罪	1366
治疗	1367
狗屎	1368
這種	1369
命	1370
太阳	1371
你别	1372
习惯	1373
大卫	1374
怪物	1375
靠近	1376
反应	1377
某个	1378
意见	1379
蛋糕	1380
时刻	1381
于是	1382
床上	1383
责任	1384
充满	1385
热	1386
多年	1387
楷体	1388
亨利	1389
心里	1390
说谎	1391
自	1392
见鬼	1393
份	1394
干吗	1395
脚	1396
祈祷	1397
疯子	1398
差点	1399
我该	1400
好极了	1401
说真的	1402
活动	1403
块	1404
对付	1405
命运	1406
醫生	1407
查	1408
罗马	1409
發生	1410
同志	1411
臭	1412
必須	1413
照	1414
服务	1415
糟	1416
尊重	1417
关闭	1418
準備	1419
期待	1420
号码	1421
资料	1422
机器	1423
读	1424
盯	1425
关	1426
办	1427
天使	1428
去过	1429
难过	1430
快點	1431
记忆	1432
女士们	1433
過來	1434
线索	1435
正好	1436
秒	1437
表示	1438
脑袋	1439
爷爷	1440
探员	1441
移动	1442
错过	1443
旁边	1444
留下来	1445
彼此	1446
社会	1447
好事	1448
跟踪	1449
唔	1450
尼克	1451
疼	1452
弧	1453
及	1454
不断	1455
私人	1456
嘴	1457
上床	1458
好玩	1459
神父	1460
周围	1461
就让	1462
自从	1463
叫做	1464
主要	1465
这场	1466
创造	1467
无聊	1468
作品	1469
制作	1470
干杯	1471
保罗	1472
装	1473
第二	1474
四个	1475
法庭	1476
设计	1477
干掉	1478
稱	1479
这点	1480
压力	1481
轻松	1482
哥	1483
上车	1484
说明	1485
谈论	1486
與	1487
超级	1488
停下来	1489
抢	1490
区	1491
要么	1492
两	1493
速度	1494
有钱	1495
确保	1496
詹姆斯	1497
手上	1498
周末	1499
没见	1500
警长	1501
袭击	1502
感覺	1503
主	1504
刀	1505
咬	1506
上来	1507
尤其	1508
你家	1509
船长	1510
浪费	1511
怎麼樣	1512
怀孕	1513
婚姻	1514
副	1515
信号	1516
天堂	1517
恐怖	1518
角色	1519
心脏	1520
恐惧	1521
赚	1522
很难	1523
去世	1524
性感	1525
记者	1526
笵	1527
離開	1528
嘘	1529
客户	1530
由于	1531
庆祝	1532
嫁给	1533
总之	1534
惊喜	1535
土地	1536
更加	1537
四	1538
出來	1539
安	1540
处	1541
会议	1542
女性	1543
技术	1544
送到	1545
年轻人	1546
官	1547
地址	1548
困难	1549
惹	1550
件	1551
在乎	1552
和平	1553
制造	1554
离婚	1555
認為	1556
那好	1557
似的	1558
非常感谢	1559
同学	1560
请求	1561
看不到	1562
常	1563
动作	1564
不停	1565
今年	1566
歌	1567
演出	1568
参与	1569
艾	1570
逃跑	1571
一点点	1572
香港	1573
汽车	1574
杀手	1575
提到	1576
兴奋	1577
丹尼	1578
剩	1579
毒品	1580
史	1581
踢	1582
分手	1583
问问	1584
做爱	1585
马克	1586
一群	1587
好处	1588
宝宝	1589
森林	1590
赢得	1591
生存	1592
厕所	1593
荣幸	1594
报警	1595
地上	1596
送给	1597
喝一杯	1598
世上	1599
想念	1600
这会	1601
大约	1602
可恶	1603
合适	1604
普通	1605
天才	1606
生物	1607
之中	1608
肉	1609
妓女	1610
尽快	1611
报纸	1612
俱乐部	1613
提出	1614
正式	1615
洗	1616
政治	1617
从不	1618
一辈子	1619
取消	1620
两年	1621
监视	1622
产生	1623
犹太人	1624
玩意	1625
班	1626
搞砸	1627
只不过	1628
显示	1629
价值	1630
带到	1631
吉姆	1632
恶魔	1633
一周	1634
状况	1635
那位	1636
辦	1637
作	1638
建立	1639
山姆	1640
高中	1641
娶	1642
说实话	1643
去年	1644
厨房	1645
特殊	1646
黑人	1647
邪恶	1648
勇敢	1649
不算	1650
石头	1651
等到	1652
假装	1653
运动	1654
介意	1655
转	1656
兩個	1657
手下	1658
两天	1659
摆	1660
印度	1661
耶稣	1662
手指	1663
思考	1664
累	1665
沒錯	1666
机场	1667
茶	1668
地点	1669
恢复	1670
夜晚	1671
帽子	1672
执行	1673
比尔	1674
输	1675
时代	1676
状态	1677
餐厅	1678
人会	1679
呵呵	1680
意大利	1681
犯	1682
背叛	1683
魔鬼	1684
情报	1685
人员	1686
专家	1687
那樣	1688
了不起	1689
店	1690
不怕	1691
骄傲	1692
哎呀	1693
差	1694
唱歌	1695
学	1696
站住	1697
眔	1698
之类	1699
满足	1700
所说	1701
吉米	1702
停车	1703
现实	1704
牺牲	1705
胜利	1706
好消息	1707
见过	1708
条	1709
引起	1710
醒来	1711
猪	1712
一辆	1713
下车	1714
不许	1715
颜色	1716
有用	1717
暂时	1718
投票	1719
证人	1720
想像	1721
鸟	1722
全世界	1723
買	1724
迈克	1725
拍摄	1726
冒险	1727
部队	1728
王子	1729
发展	1730
顺利	1731
甜心	1732
谈话	1733
開	1734
不去	1735
吸血鬼	1736
筁	1737
张	1738
吸引	1739
还会	1740
字幕组	1741
动手	1742
老实	1743
比利	1744
它会	1745
一段	1746
激动	1747
条件	1748
白	1749
特工	1750
爬	1751
光	1752
五	1753
早餐	1754
追踪	1755
發現	1756
废话	1757
演员	1758
哼	1759
亲自	1760
一个月	1761
所谓	1762
听听	1763
复杂	1764
学会	1765
距离	1766
同性恋	1767
係	1768
外	1769
发	1770
这份	1771
好笑	1772
碰到	1773
受不了	1774
醒醒	1775
做些	1776
成员	1777
想着	1778
绑架	1779
即将	1780
发射	1781
抽	1782
威尔	1783
真是太	1784
痛	1785
魔法	1786
这才	1787
莎拉	1788
把手	1789
分享	1790
我覺	1791
年前	1792
冲	1793
然而	1794
感激	1795
同事	1796
收	1797
神秘	1798
上尉	1799
面	1800
搭	1801
难以置信	1802
迈克尔	1803
哈利	1804
车里	1805
傢	1806
桌子	1807
禁止	1808
一段时间	1809
交流	1810
带上	1811
放手	1812
临	1813
英里	1814
几年	1815
安妮	1816
公园	1817
边	1818
别管	1819
克里斯	1820
非	1821
早安	1822
中间	1823
癸	1824
整天	1825
我想	1826
巧克力	1827
找出	1828
强大	1829
受害者	1830
某些	1831
后悔	1832
您好	1833
一分钟	1834
精彩	1835
有點	1836
卡尔	1837
睡着	1838
果然	1839
人人	1840
基地	1841
两位	1842
一片	1843
时间轴	1844
单独	1845
名单	1846
病毒	1847
过程	1848
急	1849
左右	1850
生病	1851
种	1852
人物	1853
尿	1854
戒指	1855
自我	1856
立即	1857
女生	1858
星球	1859
变化	1860
卡车	1861
怎樣	1862
空间	1863
穿过	1864
象	1865
旅馆	1866
打死	1867
观众	1868
依然	1869
做事	1870
三年	1871
他来	1872
火	1873
乐队	1874
飞行	1875
接到	1876
两次	1877
导演	1878
满意	1879
認識	1880
导致	1881
要死	1882
接触	1883
折磨	1884
骗子	1885
明星	1886
经验	1887
小伙子	1888
前进	1889
西	1890
美女	1891
一部	1892
性	1893
至	1894
好运	1895
尽力	1896
密码	1897
赌	1898
刺激	1899
以来	1900
承诺	1901
艺术	1902
子	1903
耍	1904
让开	1905
烧	1906
明明	1907
惊讶	1908
免费	1909
案件	1910
女孩子	1911
天呐	1912
惩罚	1913
释放	1914
吵	1915
位	1916
顺便	1917
无辜	1918
老鼠	1919
采取	1920
联络	1921
展示	1922
无关	1923
卻	1924
箱子	1925
挑战	1926
讲话	1927
练习	1928
点儿	1929
从来不	1930
楼上	1931
擔心	1932
实现	1933
脖子	1934
理论	1935
关键	1936
電話	1937
聚会	1938
推	1939
洛杉矶	1940
方便	1941
耳朵	1942
数字	1943
世纪	1944
奇迹	1945
各种	1946
窗户	1947
罪犯	1948
破	1949
呼叫	1950
气	1951
仅仅	1952
手术	1953
说服	1954
死定了	1955
清理	1956
宣布	1957
启动	1958
能量	1959
分开	1960
车子	1961
室	1962
加上	1963
车上	1964
印象	1965
天空	1966
天气	1967
小时候	1968
游泳	1969
拜拜	1970
滚开	1971
大部分	1972
教练	1973
哟	1974
我用	1975
集	1976
阿姨	1977
估计	1978
科学	1979
而言	1980
乐意	1981
鼻子	1982
不錯	1983
地区	1984
塔	1985
杀害	1986
孤独	1987
声	1988
拿来	1989
寫	1990
喝点	1991
夏天	1992
十年	1993
如今	1994
某人	1995
元	1996
不像	1997
欧洲	1998
船上	1999
肚子	2000
大声	2001
手里	2002
红色	2003
婴儿	2004
旧	2005
环境	2006
团队	2007
神奇	2008
年纪	2009
唉	2010
瞧瞧	2011
熊	2012
年代	2013
上学	2014
大量	2015
快去	2016
伤心	2017
何时	2018
别忘了	2019
紧急	2020
布	2021
暴力	2022
付出	2023
尽量	2024
太多	2025
伤	2026
互相	2027
繼續	2028
无论如何	2029
空气	2030
邻居	2031
某种	2032
想过	2033
他人	2034
规则	2035
我妈	2036
司机	2037
好奇	2038
城	2039
打破	2040
信仰	2041
不可思议	2042
付	2043
持续	2044
逃	2045
朝	2046
无所谓	2047
协议	2048
父親	2049
假如	2050
阁下	2051
愿	2052
打赌	2053
城堡	2054
退后	2055
说不定	2056
菜	2057
彻底	2058
地图	2059
牧师	2060
墨西哥	2061
词	2062
重复	2063
犯人	2064
我爸	2065
妓	2066
运气	2067
不太	2068
华文	2069
早晨	2070
幹什麼	2071
一对	2072
小孩子	2073
相同	2074
裤子	2075
聊	2076
规矩	2077
到来	2078
真棒	2079
逃走	2080
近	2081
程序	2082
发出	2083
趴下	2084
白人	2085
本书	2086
中尉	2087
不肯	2088
街上	2089
託	2090
揍	2091
度	2092
給我	2093
伙	2094
打架	2095
这太	2096
女王	2097
錯	2098
救救	2099
三天	2100
尽	2101
午餐	2102
则	2103
看法	2104
喝醉	2105
一支	2106
权力	2107
也好	2108
留言	2109
床	2110
脸上	2111
摧毁	2112
全是	2113
故意	2114
山	2115
罗	2116
打败	2117
哪裡	2118
背后	2119
人来	2120
远离	2121
狼	2122
毕竟	2123
警探	2124
洗澡	2125
黑色	2126
痷	2127
便宜	2128
大多数	2129
伪	2130
行李	2131
别碰	2132
毫无	2133
线	2134
一人	2135
蓝色	2136
浪漫	2137
亲	2138
起床	2139
很少	2140
大脑	2141
师父	2142
殿下	2143
指控	2144
道理	2145
擦	2146
尖叫	2147
爵士	2148
冠军	2149
场	2150
按照	2151
重点	2152
教育	2153
知不知道	2154
一堆	2155
前往	2156
对待	2157
空	2158
进展	2159
醒	2160
有所	2161
大叔	2162
仔细	2163
半	2164
票	2165
娜	2166
祝你好运	2167
护士	2168
一颗	2169
既	2170
罗斯	2171
摸	2172
战士	2173
太空	2174
申请	2175
太久	2176
勇气	2177
万岁	2178
组	2179
重	2180
委员会	2181
强	2182
付钱	2183
面包	2184
不仅	2185
关注	2186
不久	2187
看不见	2188
万一	2189
熟悉	2190
正如	2191
笑话	2192
法	2193
咯	2194
经典	2195
一间	2196
凭	2197
抛弃	2198
时光	2199
实验室	2200
掌握	2201
英语	2202
在意	2203
管理	2204
干活	2205
洞	2206
范围	2207
李	2208
低	2209
集中	2210
遇见	2211
懂吗	2212
做点	2213
右	2214
说出	2215
艾伦	2216
报道	2217
最高	2218
之外	2219
哪兒	2220
表情	2221
警局	2222
用力	2223
谎言	2224
回忆	2225
传统	2226
放到	2227
都行	2228
海洋	2229
椅子	2230
欣赏	2231
五分钟	2232
舞会	2233
搜查	2234
快要	2235
小女孩	2236
退出	2237
看吧	2238
事业	2239
头上	2240
机器人	2241
绝不	2242
专业	2243
作用	2244
完毕	2245
王	2246
增加	2247
不太好	2248
隐藏	2249
诅咒	2250
随	2251
一面	2252
思想	2253
项目	2254
杂志	2255
再見	2256
达到	2257
关掉	2258
罢了	2259
不吃	2260
部门	2261
联邦	2262
坏人	2263
职业	2264
剑	2265
观察	2266
格	2267
毕业	2268
扂	2269
阳光	2270
白色	2271
岛	2272
吐	2273
想见	2274
有效	2275
做过	2276
实验	2277
